site,estimate,agegroup,stage,sex,race,tt,PE,lci,uci,n_black
Breast,Model fit,75+,Distant,Female,White,1.399999976158142,0.5620101530699564,0.5405547567392208,0.5843171449624178,
Breast,Model fit,75+,Distant,Female,White,1.450000047683716,0.5546240883588623,0.533097870491022,0.5770195238344694,
Breast,Model fit,75+,Distant,Female,White,1.5,0.5474647744923985,0.5258712382609275,0.5699449931910869,
Breast,Model fit,75+,Distant,Female,White,1.549999952316284,0.5405206969459198,0.5188623882475167,0.5630830648829576,
Breast,Model fit,75+,Distant,Female,White,1.600000023841858,0.5337788005887677,0.5120574351990197,0.5564215815892696,
Breast,Model fit,75+,Distant,Female,White,1.649999976158142,0.5272166312131705,0.5054333577678823,0.5499387247713372,
Breast,Model fit,75+,Distant,Female,White,1.700000047683716,0.5208113467196255,0.4989670456026765,0.54361197049454,
Breast,Model fit,75+,Distant,Female,White,1.75,0.5145428916626453,0.4926384077339812,0.5374213281062749,
Breast,Model fit,75+,Distant,Female,White,1.799999952316284,0.5083935494168109,0.4864298622950958,0.5313489592705649,
Breast,Model fit,75+,Distant,Female,White,1.850000023841858,0.502347695137383,0.4803260383754278,0.5253789856226766,
Breast,Model fit,75+,Distant,Female,White,1.899999976158142,0.4963915832733721,0.4743135190593453,0.5194973241186815,
Breast,Model fit,75+,Distant,Female,White,1.950000047683716,0.490513026854671,0.4683804822823193,0.5136914081938757,
Breast,Model fit,75+,Distant,Female,White,2.0,0.484701320177212,0.462516593342865,0.5079501431149169,
Breast,Model fit,75+,Distant,Female,White,2.049999952316284,0.4789469743245763,0.4567127152135421,0.5022636694216228,
Breast,Model fit,75+,Distant,Female,White,2.099999904632568,0.4732416291201717,0.4509608010966945,0.4966232962769049,
Breast,Model fit,75+,Distant,Female,White,2.150000095367432,0.4675778864492604,0.4452537132068809,0.4910213512240256,
Breast,Model fit,75+,Distant,Female,White,2.200000047683716,0.4619493084525633,0.4395852091728677,0.4854511915479,
Breast,Model fit,75+,Distant,Female,White,2.25,0.456350159716774,0.4339496777871659,0.479906954500991,
Breast,Model fit,75+,Distant,Female,White,2.299999952316284,0.4507754315756431,0.4283421553039454,0.4743835907722429,
Breast,Model fit,75+,Distant,Female,White,2.349999904632568,0.4452207414385875,0.4227582254562282,0.4688767637654142,
Breast,Model fit,75+,Distant,Female,White,2.400000095367432,0.4396823589701664,0.4171940385934906,0.4633828839964317,
Breast,Model fit,75+,Distant,Female,White,2.450000047683716,0.4341628065109783,0.4116517684348054,0.4579048531097033,
Breast,Model fit,75+,Distant,Female,White,2.5,0.4286723129248768,0.4061410682799803,0.4524535099259785,
Breast,Model fit,75+,Distant,Female,White,2.549999952316284,0.4232206899385841,0.4006712145863471,0.4470392328458391,
Breast,Model fit,75+,Distant,Female,White,2.599999904632568,0.4178167313050815,0.3952505386340722,0.4416713043877278,
Breast,Model fit,75+,Distant,Female,White,2.650000095367432,0.4124682785344148,0.3898864966110314,0.4363579715531238,
Breast,Model fit,75+,Distant,Female,White,2.700000047683716,0.4071824040214985,0.3845858531611627,0.4311066275109412,
Breast,Model fit,75+,Distant,Female,White,2.75,0.4019653310327023,0.3793545969258917,0.425923736423825,
Breast,Model fit,75+,Distant,Female,White,2.799999952316284,0.3968226019131907,0.3741981018689358,0.4208150084211502,
Breast,Model fit,75+,Distant,Female,White,2.849999904632568,0.3917591121180849,0.3691211530736797,0.4157854423935311,
Breast,Model fit,75+,Distant,Female,White,2.900000095367432,0.3867791409231432,0.3641279676287781,0.4108393673450463,
Breast,Model fit,75+,Distant,Female,White,2.950000047683716,0.3818864955061957,0.3592223295522782,0.4059805960051814,
Breast,Model fit,75+,Distant,Female,White,3.0,0.3770844137343003,0.3544074813941779,0.4012123404449013,
